Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ50,OUT018,2696.49
FDC04,OUT046,3284.25824
FDF50,OUT049,3040.50886
FDP15,OUT045,4075.22864
FDK46,OUT035,4130.2903
FDZ56,OUT018,2450.41032
FDY60,OUT049,1556.50724
FDB10,OUT035,3506.50228
FDR57,OUT045,2099.00108
FDU58,OUT049,2838.17224
FDH02,OUT046,1115.68106
FDP48,OUT013,3909.84392
FDI46,OUT035,3384.99378
FDW56,OUT013,3771.0912
NCM19,OUT010,195.01282
FDS50,OUT027,4239.28176
FDK24,OUT013,779.91812
FDO36,OUT017,4228.69554
FDK45,OUT027,3304.49856
NCL05,OUT045,894.43572
FDL32,OUT018,1894.73364
FDA28,OUT049,1950.66084
FDY36,OUT018,1298.11026
FDP32,OUT018,2125.10044
FDL50,OUT046,1427.60836
DRC24,OUT049,2467.92086
NCS18,OUT017,2014.51106
FDD16,OUT017,1515.49396
NCV18,OUT013,2336.89142
FDX07,OUT046,2831.9803
NCZ05,OUT027,2738.30224
NCI31,OUT013,582.10894
FDK14,OUT049,1321.87932
NCR06,OUT045,661.00624
NCF54,OUT049,2634.37086
DRG23,OUT010,414.72682
FDD53,OUT046,620.5256
NCM31,OUT027,3591.72468
FDT16,OUT017,5359.42368
FDR40,OUT035,1129.1968
DRG25,OUT017,4795.62424
FDT10,OUT035,1179.33154
FDY32,OUT013,3189.24858
FDN50,OUT035,1595.52312
FDZ35,OUT019,182.49578
NCP54,OUT045,1920.36694
NCD07,OUT035,915.07552
FDS02,OUT018,3674.01756
DRN59,OUT018,758.41278
DRB24,OUT013,2031.62212
FDP37,OUT027,3310.62392
DRB01,OUT018,2935.57878
FDR47,OUT046,2608.20492
NCM31,OUT010,318.05266
NCF06,OUT027,6008.97816
NCV17,OUT027,3497.38082
FDS10,OUT049,3297.17476
FDN52,OUT035,1026.19754
FDZ48,OUT013,1827.15494
FDJ48,OUT049,3746.05712
DRB13,OUT027,4651.67828
FDV59,OUT017,4344.47816
FDL32,OUT035,1403.57298
FDZ12,OUT035,2433.69874
NCR06,OUT027,917.27266
FDP51,OUT017,2303.86774
FDY22,OUT013,1506.83856
FDZ38,OUT049,3526.14338
NCO54,OUT035,1093.9094
FDR23,OUT035,3033.51796
FDM38,OUT049,805.55142
FDS25,OUT013,2137.48432
FDZ22,OUT013,1282.6637
FDZ20,OUT019,496.55364
FDD45,OUT010,193.4149
FDN03,OUT049,3589.72728
NCW30,OUT046,3760.03892
FDY24,OUT027,1464.76
FDJ26,OUT019,462.731
FDM15,OUT049,2928.8542
NCW54,OUT027,2000.26294
FDA23,OUT045,1655.8446
FDA39,OUT019,103.13242
FDZ12,OUT017,3062.94632
NCB42,OUT046,1987.54616
FDL16,OUT046,896.8326
FDO24,OUT019,466.25974
NCP42,OUT046,2437.4938
FDR19,OUT018,2438.8254
DRL01,OUT045,3810.0405
FDV37,OUT046,3374.74046
FDI41,OUT010,324.31118
FDF58,OUT049,921.06772
NCF43,OUT018,2020.63642
FDN02,OUT049,3363.88792
NCP41,OUT035,1630.8771
NCY17,OUT027,1280.53314
FDL58,OUT027,6530.63246
NCA30,OUT027,5709.36816
FDE46,OUT018,2270.97722
FDY38,OUT035,4107.6531
NCH29,OUT027,2284.22664
FDO20,OUT045,4821.85676
FDP44,OUT018,1218.0811
FDM02,OUT027,3284.65772
FDJ14,OUT027,2823.19174
FDH04,OUT010,298.67788
DRK23,OUT046,6132.88354
NCW05,OUT046,2952.09062
FDF12,OUT049,2061.38338
FDL51,OUT019,469.65532
FDN03,OUT018,3712.90028
DRJ37,OUT049,2989.84148
FDM12,OUT019,449.54816
FDA16,OUT045,3073.06648
NCB07,OUT017,3480.60266
NCI17,OUT019,277.9715
FDR51,OUT046,1786.87404
FDJ55,OUT045,4292.14628
NCZ17,OUT013,615.66526
FDU25,OUT013,880.58708
NCG18,OUT045,1449.31344
DRM11,OUT017,5095.96662
FDH16,OUT035,1771.6938
FDZ04,OUT018,775.3241
NCX53,OUT035,2107.45674
FDX38,OUT027,1488.7288
FDX09,OUT046,2685.1714
NCW05,OUT018,1920.96616
NCS41,OUT017,2941.1715
FDI26,OUT046,2764.0687
NCZ41,OUT027,4374.37258
NCK06,OUT046,1762.63892
FDX23,OUT027,2007.91964
NCA42,OUT046,2620.2559
FDC20,OUT049,857.75014
DRC49,OUT018,2295.61182
FDX01,OUT013,1963.84368
FDC08,OUT045,4267.31194
FDC02,OUT017,4958.07944
FDK10,OUT045,3140.84492
DRC24,OUT013,2930.38554
FDW16,OUT019,188.15508
NCU06,OUT018,2941.1715
DRA59,OUT045,2499.01372
FDR24,OUT019,364.65866
DRL35,OUT018,517.45976
FDA49,OUT013,1479.00812
NCC55,OUT046,565.99658
DRD24,OUT019,307.13354
NCE55,OUT049,2631.30818
FDT33,OUT045,3532.13558
NCT53,OUT013,2217.114
FDS26,OUT046,3145.83842
FDL22,OUT018,1133.72424
FDP44,OUT017,1742.53176
FDC52,OUT018,1798.12606
FDI53,OUT010,496.75338
FDZ23,OUT046,2312.19024
NCT18,OUT013,2336.69168
FDR13,OUT046,1587.00088
FDB09,OUT010,233.49606
FDZ60,OUT013,983.7195
FDB11,OUT046,3838.6699
FDC10,OUT018,2193.21178
FDW56,OUT035,3682.73954
FDK14,OUT027,2484.4327
DRE27,OUT027,2476.50968
FDA38,OUT017,4433.36246
FDT11,OUT045,3256.16148
FDP15,OUT035,4192.14312
FDV27,OUT035,1365.8887
FDS36,OUT027,2462.06182
FDY40,OUT027,1525.28122
NCF19,OUT049,596.62338
FDF53,OUT045,3009.48258
FDS14,OUT027,4422.97598
FDE56,OUT046,1292.91702
FDZ19,OUT035,2654.47802
FDZ46,OUT013,1224.0733
FDR16,OUT046,5411.48924
FDG29,OUT018,375.04514
NCE30,OUT017,3009.88206
FDZ40,OUT046,925.39542
FDG58,OUT018,2160.98706
DRH03,OUT013,1136.8535
FDZ47,OUT045,1147.70604
FDV04,OUT018,2430.5029
FDZ10,OUT018,2220.17668
FDG46,OUT017,2528.44208
NCF07,OUT045,1686.20508
FDY44,OUT035,3022.53226
FDB21,OUT013,4143.87262
FDS20,OUT035,3198.23688
FDS49,OUT049,1307.56462
FDX55,OUT027,4636.03198
NCQ02,OUT018,2834.37718
FDR25,OUT013,4917.2659
DRG39,OUT045,986.3827
FDB46,OUT046,2678.04734
NCC30,OUT018,2614.79634
FDE58,OUT035,1775.88834
FDC05,OUT019,521.3214
FDY15,OUT046,3057.15386
FDG14,OUT046,1626.14992
FDL08,OUT049,3251.56746
FDQ47,OUT013,836.11164
FDN12,OUT035,1516.49266
FDW10,OUT013,2908.74704
FDD02,OUT035,1609.03886
FDX35,OUT010,800.9574
FDT35,OUT046,2621.98698
DRN47,OUT019,492.22594
FDB11,OUT010,751.62162
FDN20,OUT045,2944.1676
FDB59,OUT035,2536.43168
FDJ58,OUT045,3569.28722
FDU60,OUT046,4245.20738
FDS03,OUT049,1376.07544
FDU40,OUT019,331.30208
DRH15,OUT049,758.61252
FDD04,OUT027,4315.98192
FDQ01,OUT046,3513.7595
FDF28,OUT035,2154.26248
FDD22,OUT010,320.51612
FDY19,OUT046,2004.52406
FDN33,OUT035,1693.52888
FDV36,OUT035,2902.82142
FDW01,OUT010,464.46208
FDJ28,OUT049,3412.35816
FDB17,OUT035,3207.42492
FDM40,OUT049,2119.44114
FDV46,OUT045,2277.76838
FDQ44,OUT049,2168.24428
NCD42,OUT046,717.33292
DRH37,OUT046,3077.12786
FDR10,OUT018,2061.05048
NCD06,OUT027,1239.32012
FDI53,OUT046,2085.68508
FDG16,OUT035,3797.85636
DRB25,OUT046,1869.49982
FDY09,OUT046,2693.76022
FDX48,OUT045,2044.07258
FDC03,OUT010,639.36774
FDT47,OUT035,1716.16608
FDW44,OUT027,3907.77994
FDT24,OUT017,1454.24036
FDT12,OUT019,530.04338
NCS38,OUT035,1613.2334
FDO39,OUT035,2881.84872
FDA13,OUT046,630.44602
FDO48,OUT035,3843.39708
DRJ01,OUT017,1825.69018
FDD53,OUT018,291.2875
NCT05,OUT049,3770.29224
FDQ51,OUT045,909.61596
FDU60,OUT013,3464.02424
FDC59,OUT046,1261.15836
FDP36,OUT035,959.55096
NCM19,OUT017,1822.76066
FDL16,OUT035,779.71838
FDE50,OUT018,3387.32408
NCR18,OUT013,796.2968
NCD30,OUT035,1125.202
FDH31,OUT013,1901.5248
FDD56,OUT019,515.52894
FDC47,OUT049,4118.43906
FDZ21,OUT045,1943.8031
FDM01,OUT049,1777.95232
FDF24,OUT013,946.7676
FDW23,OUT017,651.75162
FDY52,OUT018,807.41566
DRH37,OUT027,4167.97458
DRO47,OUT027,3534.99852
FDR25,OUT049,5067.80328
FDQ24,OUT027,5781.60746
DRJ51,OUT018,2649.81742
NCU06,OUT035,3101.56272
NCV18,OUT018,2141.47912
NCC06,OUT027,3001.02692
FDZ01,OUT018,1384.59768
FDT14,OUT017,2155.79382
FDD11,OUT019,396.61706
FDN09,OUT017,4113.71188
NCO18,OUT010,415.4592
FDZ50,OUT045,2823.45806
FDS44,OUT013,4054.722
FDI36,OUT045,2801.3535
FDA26,OUT010,454.54166
NCY53,OUT049,1757.77858
FDF32,OUT049,2855.9491
FDF59,OUT010,265.38788
FDB20,OUT046,1071.80484
DRH11,OUT035,817.6024
FDT03,OUT049,2099.66688
NCH06,OUT035,2843.23232
FDR55,OUT049,2824.25702
FDI10,OUT035,2570.92012
FDZ12,OUT045,2042.07518
FDM12,OUT049,2929.25368
DRB25,OUT045,1377.8731
NCS41,OUT013,2192.87888
NCT53,OUT049,2671.58908
NCD55,OUT013,550.68318
FDY08,OUT049,2182.1595
NCP55,OUT049,923.99724
FDA33,OUT013,2032.95372
FDQ33,OUT013,3177.06444
FDE45,OUT027,4030.62004
FDT26,OUT013,2166.64636
NCV53,OUT049,6113.0427
FDK60,OUT027,2766.93164
NCJ29,OUT046,1286.85824
FDI15,OUT045,4942.5663
FDX21,OUT013,2084.75296
FDV49,OUT019,862.81022
DRO59,OUT046,1414.02604
FDZ14,OUT045,1295.3139
FDP32,OUT027,3372.14384
FDC33,OUT017,2919.533
FDT14,OUT010,266.9858
NCN54,OUT027,2309.19414
FDR57,OUT027,4206.39124
DRK12,OUT046,630.5126
FDX52,OUT049,2995.50078
FDX08,OUT010,512.46626
FDP10,OUT010,201.20476
NCP50,OUT045,1091.77884
NCL06,OUT013,4530.30294
FDP25,OUT013,4243.94236
FDE53,OUT013,901.95926
FDL27,OUT017,1307.76436
FDC35,OUT049,3707.10782
DRJ47,OUT010,329.83732
FDD16,OUT018,1198.17368
NCN42,OUT049,2578.17734
FDC38,OUT027,2882.31478
NCO07,OUT045,2831.18134
FDQ20,OUT049,500.6816
FDI32,OUT046,2580.70738
FDN20,OUT010,388.69404
DRJ51,OUT027,6776.24608
FDU08,OUT045,1881.35106
DRN37,OUT019,408.66804
FDD05,OUT010,256.93222
FDW15,OUT046,2648.48582
FDI52,OUT046,2196.4742
DRM11,OUT049,2937.97566
NCO06,OUT045,569.32558
FDU38,OUT049,4127.42736
FDU59,OUT018,3297.84056
FDJ10,OUT046,2302.46956
FDM13,OUT049,1380.80262
NCJ30,OUT019,260.12806
FDM45,OUT018,2251.4027
FDP36,OUT045,894.76862
NCD30,OUT010,220.3798
FDN48,OUT017,1681.34474
FDY32,OUT049,3063.94502
FDU47,OUT046,1670.09272
FDF17,OUT019,567.5945
FDP34,OUT017,2006.85436
FDA47,OUT049,3080.25712
DRD27,OUT027,2346.74526
FDW38,OUT045,801.82294
FDZ15,OUT019,336.42874
FDZ03,OUT027,5938.40336
NCN19,OUT049,3626.67918
FDG02,OUT035,2345.6134
FDS31,OUT035,3747.38872
FDW43,OUT019,460.86676
FDZ47,OUT010,196.87706
FDO57,OUT017,2022.96672
NCL07,OUT013,443.0899
NCV42,OUT013,2068.10796
FDP40,OUT017,2194.8097
FDP48,OUT019,772.6609
FDH21,OUT017,1693.06282
NCP02,OUT049,957.28724
FDK24,OUT049,997.50156
FDC41,OUT045,1522.75118
FDF08,OUT017,1178.33284
FDO49,OUT017,700.28844
FDS56,OUT027,6665.72328
FDX46,OUT018,701.81978
FDQ07,OUT013,3384.12824
FDC32,OUT010,119.31136
FDT21,OUT019,473.98302
FDG58,OUT045,2350.6069
FDW14,OUT049,1302.70428
DRA12,OUT027,3236.18748
FDV27,OUT013,925.99464
DRD25,OUT013,2039.94462
DRF48,OUT027,4831.84376
FDX24,OUT017,1468.88796
DRJ51,OUT046,2236.68852
FDE45,OUT045,2348.14344
FDE14,OUT046,2320.91222
FDG53,OUT045,2108.72176
FDT08,OUT046,2694.09312
DRC27,OUT027,6232.42064
FDG20,OUT035,1873.62778
FDC21,OUT046,1397.71394
FDV31,OUT018,2502.80878
FDB58,OUT045,1776.15466
FDV23,OUT046,2124.76754
FDA25,OUT019,216.18526
FDC15,OUT046,3059.75048
FDU47,OUT049,2496.75
FDE23,OUT013,769.79796
FDS08,OUT013,2365.72056
FDW03,OUT027,2482.30214
FDJ60,OUT018,2261.78918
FDM34,OUT017,1819.6314
FDW33,OUT013,1702.25086
FDZ40,OUT013,909.21648
FDE33,OUT018,1177.40072
NCC06,OUT010,205.79878
FDU11,OUT046,1480.4063
FDL44,OUT017,2746.29184
NCZ29,OUT017,2547.6837
FDG28,OUT010,682.24526
FDL12,OUT018,614.06734
FDD52,OUT017,1496.11918
FDO15,OUT013,1132.59238
NCN29,OUT027,1562.16654
FDW36,OUT013,1200.90346
FDB21,OUT046,2986.71222
FDZ28,OUT013,1653.44772
FDY10,OUT035,1962.04602
DRG39,OUT017,886.44612
FDN28,OUT013,1328.6039
FDV15,OUT035,1775.28912
DRI13,OUT035,3626.47944
FDH20,OUT046,2323.24252
FDY51,OUT013,3285.723
FDE16,OUT013,4316.0485
FDX40,OUT018,363.32706
FDC48,OUT018,807.14934
FDS14,OUT046,2033.22004
FDX56,OUT017,3836.27302
FDI10,OUT046,3300.30402
FDI14,OUT013,2344.6147
DRM48,OUT013,759.6778
NCH07,OUT027,3819.16196
FDY26,OUT013,4616.25772
FDD02,OUT027,2967.4706
FDM12,OUT046,2547.95002
DRF01,OUT010,485.50136
FDV36,OUT046,2015.7095
DRI59,OUT013,3225.53468
FDV03,OUT018,2249.4053
FDO39,OUT017,2947.96266
NCB07,OUT018,2168.24428
FDH38,OUT027,2267.3819
FDZ13,OUT035,664.26866
NCZ30,OUT046,1350.9082
NCA06,OUT035,667.73082
FDB04,OUT049,1545.92102
FDN50,OUT013,1447.7821
NCG06,OUT049,3710.96946
NCY17,OUT018,650.8195
FDC23,OUT046,3121.53672
FDK33,OUT049,2980.18738
FDR03,OUT049,5014.4727
FDZ07,OUT045,1210.22466
FDO38,OUT013,1034.78636
FDS59,OUT046,1876.2244
DRM11,OUT019,440.22696
FDX52,OUT027,4936.17462
DRJ35,OUT018,718.86426
NCP53,OUT046,5149.6301
FDW15,OUT019,207.99592
DRI47,OUT045,3217.21218
DRZ11,OUT035,1892.2036
FDS02,OUT013,3225.4681
DRD49,OUT018,3924.15862
FDW38,OUT049,1084.2553
FDR21,OUT019,293.15174
FDE40,OUT013,877.12492
FDI02,OUT045,1369.75034
FDQ04,OUT045,654.54798
FDY14,OUT017,5263.4819
NCT54,OUT046,1286.05928
DRD25,OUT017,2020.63642
DRE01,OUT045,4719.65646
FDJ12,OUT010,354.2056
NCZ05,OUT049,1396.71524
DRB25,OUT019,275.3083
NCC31,OUT045,2574.38228
FDM16,OUT045,1358.43174
DRG11,OUT049,1673.55488
FDV24,OUT027,4082.81876
FDV43,OUT046,629.58048
FDG05,OUT018,2569.6551
FDV23,OUT010,220.0469
FDI58,OUT018,1549.58292
FDQ11,OUT017,6102.58964
FDC05,OUT027,5112.61162
FDF40,OUT013,3431.40004
FDU02,OUT018,3846.26002
FDT32,OUT013,3349.83954
NCF06,OUT017,4148.46664
FDT46,OUT013,713.67102
FDR58,OUT010,205.46588
FDY04,OUT046,2219.04482
FDT58,OUT045,2641.09544
FDE46,OUT049,2237.68722
DRH11,OUT017,564.2655
DRI51,OUT046,2924.45992
FDC35,OUT017,2931.45082
FDP45,OUT035,4074.16336
FDC45,OUT017,2894.69866
FDU01,OUT045,2949.36084
FDJ53,OUT010,188.15508
FDJ46,OUT017,2983.64954
FDX07,OUT013,3473.61176
NCI30,OUT049,2111.31838
FDE47,OUT027,4090.27572
FDV48,OUT045,1583.67188
FDN16,OUT019,172.1093
FDM52,OUT013,2355.9333
FDA32,OUT027,5401.70198
FDH05,OUT017,4171.5699
FDW25,OUT010,144.74492
FDQ09,OUT046,1344.64968
NCM17,OUT010,78.16492
DRM59,OUT046,2329.03498
FDV47,OUT027,2199.00424
DRE15,OUT035,1040.44566
FDS25,OUT010,249.3421
NCZ05,OUT018,1532.73818
NCV05,OUT019,343.2199
DRM37,OUT046,3676.2147
FDV58,OUT027,4955.28308
FDN22,OUT027,7956.84264
NCO06,OUT049,561.6023
FDT56,OUT019,214.98682
FDM02,OUT013,1347.77894
FDA09,OUT046,2786.50616
NCC06,OUT035,2743.69522
NCL54,OUT049,2824.9894
NCB55,OUT017,766.3358
FDB12,OUT017,1921.76512
NCA54,OUT049,1964.04342
NCS38,OUT049,2162.25208
FDC02,OUT049,6163.44376
FDK44,OUT019,322.38036
FDE16,OUT035,4444.28158
NCS05,OUT035,2481.96924
FDZ59,OUT045,3825.15416
FDI20,OUT017,4954.08464
FDQ14,OUT046,2453.00694
FDF53,OUT017,3528.20736
FDW25,OUT017,1386.66166
NCQ43,OUT010,269.58242
FDX52,OUT013,3855.91412
FDE28,OUT045,4112.91292
FDN15,OUT017,1355.30248
FDO28,OUT017,1900.859
FDQ33,OUT045,3480.00344
FDM22,OUT010,119.44452
FDJ03,OUT017,840.43934
FDI16,OUT045,1044.50704
FDI09,OUT027,6152.52464
FDX55,OUT013,2929.32026
FDS23,OUT027,3685.33616
DRC12,OUT045,2291.15096
FDH41,OUT049,2923.5278
FDN01,OUT013,2061.9826
FDV55,OUT045,3422.01226
NCJ19,OUT013,690.1017
NCY29,OUT010,167.64844
FDP03,OUT018,1665.03264
FDZ52,OUT045,1549.05028
FDH31,OUT010,248.07708
FDQ19,OUT018,2491.29044
FDS15,OUT035,2437.69354
FDN32,OUT017,3538.0612
FDH32,OUT049,1614.43184
FDF33,OUT017,1752.0527
FDJ22,OUT046,2612.9321
FDG56,OUT010,119.91058
FDC05,OUT046,3478.20578
FDK09,OUT013,4394.87922
NCV29,OUT045,2426.1752
NCC43,OUT019,662.471
NCA42,OUT049,2531.43818
FDC10,OUT046,1418.62006
FDC16,OUT013,1249.64002
NCL17,OUT013,2383.09794
FDA51,OUT035,1736.80588
FDW01,OUT017,2446.08262
NCF30,OUT045,1799.39108
FDN49,OUT013,727.98572
FDY20,OUT045,1321.2801
FDC15,OUT045,2314.72028
FDY24,OUT046,1548.18474
NCG43,OUT017,1133.65766
FDA48,OUT013,3803.84856
NCF55,OUT017,689.70222
FDL38,OUT049,1226.80308
NCQ29,OUT018,2706.8099
FDC34,OUT017,3798.0561
FDP36,OUT027,1180.06392
FDN50,OUT010,210.59254
FDO23,OUT049,1915.1737
FDT56,OUT013,488.83036
FDT13,OUT027,4412.45634
FDZ03,OUT013,2691.03044
FDQ03,OUT010,531.57472
FDU44,OUT045,3627.2784
FDD03,OUT049,3061.21524
NCH30,OUT013,1655.97776
FDS60,OUT010,461.53256
FDG08,OUT046,3737.8012
FDX38,OUT017,778.3202
FDD22,OUT017,1876.8902
FDW51,OUT013,3692.32706
FDL09,OUT017,2238.35302
FDZ60,OUT045,1175.33674
NCH07,OUT046,3293.0468
NCQ41,OUT049,3419.41564
FDW04,OUT049,1694.86048
FDI08,OUT027,5155.48914
FDR19,OUT019,283.83054
FDV13,OUT046,1157.69304
FDB52,OUT017,3420.34776
FDZ48,OUT027,3396.77844
NCO14,OUT049,684.24266
FDZ50,OUT013,2837.43986
FDN27,OUT019,362.66126
FDQ60,OUT013,2711.8034
FDR49,OUT017,660.73992
DRJ35,OUT027,1485.53296
DRI49,OUT017,1657.10962
FDB47,OUT017,4084.28352
FDP37,OUT010,260.59412
FDR26,OUT049,1714.23526
FDY31,OUT019,413.32864
FDC11,OUT045,1318.15084
DRP47,OUT035,5123.6639
NCY54,OUT018,2898.02766
FDR27,OUT046,2358.52992
FDQ21,OUT019,265.05498
NCQ29,OUT035,4435.29328
FDJ02,OUT046,2487.96144
FDE21,OUT018,1630.81052
FDM39,OUT046,1851.9227
FDZ01,OUT017,1857.2491
NCB19,OUT018,1512.23154
FDU03,OUT046,2623.71806
FDP27,OUT049,2728.31524
DRF01,OUT045,2297.94212
FDM03,OUT049,1639.93198
FDV01,OUT046,2751.4185
FDS16,OUT046,3469.88328
FDO45,OUT035,1539.12986
NCX06,OUT035,3217.61166
FDP13,OUT046,688.90326
NCR38,OUT018,4427.70316
FDA01,OUT013,685.17478
FDT26,OUT017,2030.42368
FDD44,OUT027,7029.64956
FDB26,OUT013,1021.20404
FDP45,OUT019,601.8832
NCP55,OUT046,1089.38196
FDT23,OUT017,1492.7236
FDO51,OUT045,741.96752
FDA44,OUT046,986.98192
NCJ31,OUT018,4336.55514
FDX37,OUT045,1155.96196
NCD18,OUT049,3181.39214
FDN40,OUT027,3098.23372
FDL33,OUT017,1797.66
DRF48,OUT035,3513.89266
FDW08,OUT035,1177.00124
FDX39,OUT018,2843.49864
FDB38,OUT049,2219.1114
FDY46,OUT018,3466.02164
NCB06,OUT049,2311.52444
FDA34,OUT035,4165.84402
FDA35,OUT045,1759.97572
FDQ07,OUT035,3827.15156
FDU32,OUT045,1957.85148
FDU26,OUT013,1680.34604
FDU13,OUT010,568.99268
FDO09,OUT035,4758.20628
FDW03,OUT019,284.82924
FDB38,OUT013,2594.15654
FDL26,OUT010,282.6321
NCN43,OUT045,2207.7928
FDH08,OUT045,4523.64494
NCC31,OUT019,464.99472
FDH14,OUT035,2305.73198
FDL40,OUT017,1285.52664
FDD20,OUT035,2417.65296
NCV53,OUT035,5609.23184
FDD16,OUT045,902.8248
FDP24,OUT035,1677.28336
FDQ25,OUT045,2693.76022
FDM38,OUT035,1113.2176
NCT18,OUT010,458.80278
FDM34,OUT049,3197.90398
DRH37,OUT010,282.36578
NCE07,OUT013,1900.1932
FDG12,OUT013,1640.06514
FDB59,OUT010,514.19734
FDS10,OUT018,3632.67138
FDN21,OUT010,414.4605
FDM02,OUT045,1161.68784
FDO44,OUT049,1450.1124
NCN17,OUT017,1643.72704
FDH16,OUT018,1502.64402
FDL44,OUT046,3192.77732
FDY47,OUT017,1367.5532
DRI39,OUT046,1039.3138
NCX54,OUT018,1688.26906
FDE59,OUT046,602.549
FDO46,OUT045,2428.8384
DRE13,OUT046,1369.48402
FDW14,OUT013,1251.50426
FDF35,OUT046,1162.68654
FDO50,OUT019,268.51714
DRF49,OUT017,2120.43984
FDT60,OUT049,2735.17298
FDP38,OUT045,602.61558
FDA31,OUT027,4714.66296
FDY52,OUT010,167.64844
FDD03,OUT027,6021.02914
FDN52,OUT018,1049.6337
FDU20,OUT010,260.39438
FDD22,OUT035,1795.26312
NCB55,OUT019,204.00112
FDN27,OUT045,1303.83614
FDD16,OUT013,1175.33674
FDW48,OUT046,957.0875
DRN35,OUT045,471.18666
FDX25,OUT049,4109.11786
DRD49,OUT049,3463.62476
FDE21,OUT019,286.22742
FDN44,OUT035,3177.46392
DRC01,OUT049,871.59878
NCK30,OUT046,4160.98368
FDU39,OUT013,654.54798
FDB49,OUT013,1509.7015
FDS12,OUT045,2669.32536
FDR57,OUT018,2813.53764
FDX22,OUT027,5531.20008
FDC60,OUT013,1425.1449
NCE42,OUT049,2740.63254
NCK42,OUT049,2770.66012
DRE01,OUT017,3705.04384
FDE57,OUT018,1205.29774
DRK59,OUT019,613.80102
FDB10,OUT027,5421.20992
FDQ25,OUT046,3416.81902
FDY26,OUT017,4896.959
FDG28,OUT049,3885.80854
FDM14,OUT049,1717.4311
NCH29,OUT049,1517.89084
FDD48,OUT049,2830.44896
FDC17,OUT045,3703.8454
DRH49,OUT027,2155.99356
FDN44,OUT018,2813.6708
FDC29,OUT045,1988.81118
DRK01,OUT019,267.38528
FDD48,OUT017,2328.90182
FDB59,OUT013,3689.46412
FDY45,OUT010,443.35622
FDX60,OUT035,1185.59006
FDT09,OUT010,257.53144
DRB24,OUT018,2349.00898
FDL13,OUT035,4826.0513
FDN16,OUT035,1516.75898
FDK57,OUT013,1925.09412
FDO22,OUT027,2134.28848
FDC57,OUT010,408.66804
FDZ13,OUT027,1598.31948
FDW27,OUT013,1927.75732
FDX10,OUT049,609.73964
FDY08,OUT018,1383.66556
FDA49,OUT017,1026.86334
FDC32,OUT018,1018.20794
FDO04,OUT035,928.59126
NCZ54,OUT013,2393.08494
FDY40,OUT045,602.41584
FDW36,OUT045,1109.35596
FDE11,OUT017,3262.42
DRE37,OUT045,2638.2325
NCK19,OUT017,3448.77742
FDT19,OUT035,2202.33324
FDE56,OUT045,1127.13282
FDZ57,OUT010,356.26958
FDB35,OUT035,1305.6338
FDF09,OUT010,105.66246
FDO34,OUT046,3622.6178
FDA55,OUT046,4537.29384
NCM18,OUT035,1551.51374
FDJ20,OUT019,235.75978
DRQ35,OUT019,246.47916
FDG02,OUT013,2451.40902
NCU29,OUT018,2388.5575
FDL27,OUT027,1585.9356
NCA54,OUT035,2656.07594
FDJ32,OUT035,1284.994
FDB21,OUT019,494.15676
FDR46,OUT035,3097.50134
FDZ32,OUT046,1194.1123
DRF36,OUT017,3621.35278
NCU54,OUT017,3106.75596
NCI31,OUT017,706.68012
DRA59,OUT035,2983.25006
NCC55,OUT045,870.2006
FDE44,OUT018,592.62858
NCN26,OUT018,1218.0811
FDC11,OUT049,898.23078
FDV24,OUT035,1654.1801
FDR40,OUT019,173.108
NCQ17,OUT049,2949.42742
FDC46,OUT045,2417.78612
NCM18,OUT046,1244.57994
FDK16,OUT046,1685.40612
FDI28,OUT017,1211.68942
FDS11,OUT018,2915.93768
DRD13,OUT046,972.26774
FDL36,OUT035,1541.9928
FDI27,OUT013,709.01042
FDJ53,OUT019,188.62114
FDS44,OUT045,3731.07662
FDE28,OUT046,3875.35548
FDQ33,OUT018,2926.65706
FDB37,OUT017,5536.19358
FDQ31,OUT045,1462.62944
NCQ05,OUT046,3002.22536
FDE10,OUT013,2022.56724
FDF38,OUT017,630.5126
FDE50,OUT019,803.15454
DRG37,OUT010,477.57834
NCH06,OUT049,3057.15386
FDY14,OUT045,5008.21418
FDO27,OUT017,2578.24392
FDQ19,OUT049,3722.4878
FDZ26,OUT019,512.13336
FDN51,OUT013,4766.4622
FDK20,OUT035,2448.94556
FDD40,OUT018,2700.75112
DRI25,OUT018,971.66852
FDH56,OUT017,1988.4117
FDI36,OUT027,4765.72982
DRH11,OUT018,650.55318
NCV18,OUT017,1813.23972
DRI01,OUT049,3157.2236
DRE48,OUT049,2459.59836
FDS51,OUT035,992.17516
FDM38,OUT017,1027.06308
FDB60,OUT027,5060.54606
FDY58,OUT035,4902.48514
FDY22,OUT045,2127.5639
FDF11,OUT027,7328.39402
FDZ51,OUT035,1471.81748
FDQ45,OUT017,3494.38472
FDF17,OUT035,3389.85412
NCF31,OUT027,3200.90008
FDA37,OUT013,2389.28988
FDO51,OUT046,652.68374
FDF34,OUT013,2455.86988
FDD57,OUT018,1120.2085
FDO37,OUT046,5011.87608
FDR49,OUT049,933.65134
FDS39,OUT049,1490.12698
FDI48,OUT027,1560.50204
DRM35,OUT049,2672.65436
FDV57,OUT035,3312.82106
FDZ55,OUT013,3037.31302
FDI28,OUT035,1417.62136
FDS21,OUT045,650.42002
FDT34,OUT013,1477.60994
DRI25,OUT035,1120.8743
FDT47,OUT010,237.22454
